raceId,points,laps,time_in_mil,fastestLapTime,max_speed_mph,statusId,nationality,alt,q1,q2,q3,position_delta,pace,age,session_type_sprint,driverRef,constructorRef,circuitRef
1106,2.0,70,5702750.0,76564,205.051,1,4,13,82677,81484,0,7,81467.0,24,False,stroll,aston_martin,villeneuve
1106,1.0,70,5702780.0,76625,204.888,1,8,13,82332,81821,0,4,81468.0,33,False,bottas,alfa,villeneuve
1106,0.0,70,5703449.0,76598,204.96,1,2,13,82190,79659,91349,-3,81477.0,22,False,piastri,mclaren,villeneuve
1106,0.0,70,5703597.0,76425,205.424,1,9,13,82886,0,0,3,81479.0,27,False,gasly,alpine,villeneuve
1106,0.0,70,5706711.0,76374,205.562,1,3,13,81998,79347,88046,-6,81524.0,23,False,norris,mclaren,villeneuve
1106,0.0,70,5711771.0,76666,204.779,1,11,13,82746,0,0,5,81596.0,23,False,tsunoda,alphatauri,villeneuve
1106,0.0,69,0.0,77232,203.278,11,10,13,82730,80305,87102,-10,0.0,35,False,hulkenberg,haas,villeneuve
1106,0.0,69,0.0,77090,203.652,11,5,13,83342,0,0,4,0.0,24,False,zhou,alfa,villeneuve
1106,0.0,69,0.0,76126,206.231,11,6,13,82351,81678,0,-4,0.0,30,False,kevin_magnussen,haas,villeneuve
1106,0.0,69,0.0,76656,204.805,11,7,13,83137,0,0,-1,0.0,28,False,de_vries,alphatauri,villeneuve
1106,0.0,53,0.0,77097,203.634,23,3,13,81798,80098,87893,-15,0.0,25,False,russell,mercedes,villeneuve
1106,0.0,6,0.0,78437,200.155,5,0,13,83337,0,0,-2,0.0,22,False,sargeant,williams,villeneuve
1107,26.0,71,5133607.0,67012,231.97,1,7,678,65116,64951,64391,0,72304.0,25,False,max_verstappen,red_bull,red_bull_ring
1107,18.0,71,5138762.0,68820,225.876,1,13,678,65577,65087,64439,0,72376.0,25,False,leclerc,ferrari,red_bull_ring
1107,15.0,71,5150795.0,68111,228.227,1,12,678,65177,126688,0,12,72546.0,33,False,perez,red_bull,red_bull_ring
1107,12.0,71,5159934.0,68739,226.142,1,3,678,65617,65038,64658,0,72675.0,23,False,norris,mclaren,red_bull_ring
1107,10.0,71,5163924.0,69108,224.934,1,15,678,65655,65181,64911,2,72731.0,41,False,alonso,aston_martin,red_bull_ring
1107,8.0,71,5164984.0,68880,225.679,1,15,678,65339,64975,64581,-3,72746.0,28,False,sainz,ferrari,red_bull_ring
1107,6.0,71,5182010.0,69283,224.366,1,3,678,65686,65428,0,4,72986.0,25,False,russell,mercedes,red_bull_ring
1107,4.0,71,5182803.0,69160,224.765,1,3,678,65673,65188,64819,-3,72997.0,38,False,hamilton,mercedes,red_bull_ring
1107,2.0,71,5192650.0,68463,227.054,1,4,678,65710,65121,64893,-3,73135.0,24,False,stroll,aston_martin,red_bull_ring
1107,1.0,71,5201274.0,69046,225.136,1,9,678,65515,65308,65170,-1,73257.0,27,False,gasly,alpine,red_bull_ring
1107,0.0,71,5213374.0,69560,223.473,1,16,678,65673,65387,65823,-1,73427.0,27,False,albon,williams,red_bull_ring
1107,0.0,70,0.0,69786,222.749,11,5,678,65818,0,0,5,0.0,24,False,zhou,alfa,red_bull_ring
1107,0.0,70,0.0,69611,223.309,11,0,678,65948,0,0,5,0.0,22,False,sargeant,williams,red_bull_ring
1107,0.0,70,0.0,69797,222.714,11,9,678,65729,65453,0,-2,0.0,26,False,ocon,alpine,red_bull_ring
1107,0.0,70,0.0,69940,222.259,11,8,678,65763,65680,0,-1,0.0,33,False,bottas,alfa,red_bull_ring
1107,0.0,70,0.0,69862,222.507,11,2,678,65683,65605,0,-3,0.0,22,False,piastri,mclaren,red_bull_ring
1107,0.0,70,0.0,69852,222.539,11,7,678,65974,0,0,-17,0.0,28,False,de_vries,alphatauri,red_bull_ring
1107,0.0,70,0.0,70176,221.511,11,6,678,65971,0,0,-18,0.0,30,False,kevin_magnussen,haas,red_bull_ring
1107,0.0,70,0.0,69620,223.28,11,11,678,65784,0,0,-3,0.0,23,False,tsunoda,alphatauri,red_bull_ring
1107,0.0,12,0.0,71066,218.737,75,10,678,65740,65362,65090,-12,0.0,35,False,hulkenberg,haas,red_bull_ring
1108,26.0,52,5116938.0,90275,234.922,1,7,153,89428,87702,86720,0,98402.0,25,False,max_verstappen,red_bull,silverstone
1108,18.0,52,5120736.0,90543,234.226,1,3,153,88917,88042,86961,0,98475.0,23,False,norris,mclaren,silverstone
1108,15.0,52,5123721.0,90545,234.221,1,3,153,89415,88545,87211,4,98533.0,38,False,hamilton,mercedes,silverstone
1108,12.0,52,5124714.0,90850,233.435,1,2,153,89874,87845,87092,-1,98552.0,22,False,piastri,mclaren,silverstone
1108,10.0,52,5128144.0,91124,232.733,1,3,153,89412,88782,87155,1,98618.0,25,False,russell,mercedes,silverstone
1108,8.0,52,5129820.0,90914,233.271,1,12,153,89968,0,0,9,98650.0,33,False,perez,red_bull,silverstone
1108,6.0,52,5134131.0,91338,232.188,1,15,153,89949,88368,87659,2,98733.0,41,False,alonso,aston_martin,silverstone
1108,4.0,52,5134816.0,91273,232.353,1,16,153,89466,88067,87530,0,98746.0,27,False,albon,williams,silverstone
1108,2.0,52,5135627.0,91255,232.399,1,13,153,89143,88361,87136,-5,98762.0,25,False,leclerc,ferrari,silverstone
1108,1.0,52,5136386.0,91366,232.116,1,15,153,89865,88265,87148,-5,98776.0,28,False,sainz,ferrari,silverstone
1108,0.0,52,5140570.0,91699,231.274,1,0,153,89873,89031,0,3,98857.0,22,False,sargeant,williams,silverstone
1108,0.0,52,5142768.0,91852,230.888,1,8,153,89798,0,0,8,98899.0,33,False,bottas,alfa,silverstone
1108,0.0,52,5143601.0,91776,231.08,1,10,153,89603,88896,0,-2,98915.0,35,False,hulkenberg,haas,silverstone
1108,0.0,52,5144421.0,91508,231.756,1,4,153,89448,88935,0,-2,98931.0,24,False,stroll,aston_martin,silverstone
1108,0.0,52,5146758.0,91769,231.097,1,5,153,90123,0,0,2,98976.0,24,False,zhou,alfa,silverstone
1108,0.0,52,5148163.0,92084,230.307,1,11,153,90025,0,0,0,99003.0,23,False,tsunoda,alphatauri,silverstone
1108,0.0,52,5150066.0,92353,229.636,1,7,153,90513,0,0,1,99039.0,28,False,de_vries,alphatauri,silverstone
1108,0.0,46,0.0,91539,231.678,130,9,153,89533,88751,87689,-8,0.0,27,False,gasly,alpine,silverstone
1108,0.0,31,0.0,93356,227.169,5,6,153,92378,0,0,0,0.0,30,False,kevin_magnussen,haas,silverstone
1108,0.0,9,0.0,93941,225.754,44,9,153,89700,88956,0,-7,0.0,26,False,ocon,alpine,silverstone
1109,26.0,70,5888634.0,80504,195.91,1,7,264,78318,77547,76612,1,84123.0,25,False,max_verstappen,red_bull,hungaroring
1109,18.0,70,5922365.0,82178,191.919,1,3,264,78697,77328,76694,1,84605.0,23,False,norris,mclaren,hungaroring
1109,15.0,70,5926237.0,82295,191.647,1,12,264,78360,77675,77045,6,84660.0,33,False,perez,red_bull,hungaroring
1109,12.0,70,5927768.0,81601,193.277,1,3,264,78577,77427,76609,-3,84682.0,38,False,hamilton,mercedes,hungaroring
1109,10.0,70,5951206.0,82736,190.625,1,2,264,78464,77571,76905,-1,85017.0,22,False,piastri,mclaren,hungaroring
1109,8.0,70,5954459.0,82158,191.966,1,3,264,79027,0,0,12,85063.0,25,False,russell,mercedes,hungaroring
1109,6.0,70,5958951.0,82469,191.242,1,13,264,78440,77580,76992,-1,85127.0,25,False,leclerc,ferrari,hungaroring
1109,4.0,70,5959707.0,82584,190.976,1,15,264,78393,77703,0,3,85138.0,28,False,sainz,ferrari,hungaroring
1109,2.0,70,5964343.0,82745,190.604,1,15,264,78580,77701,77035,-1,85204.0,42,False,alonso,aston_martin,hungaroring
1109,1.0,69,0.0,83425,189.051,11,4,264,78782,78144,0,4,0.0,24,False,stroll,aston_martin,hungaroring
1109,0.0,69,0.0,84051,187.643,11,16,264,78917,0,0,5,0.0,27,False,albon,williams,hungaroring
1109,0.0,69,0.0,83651,188.54,11,8,264,78775,77563,77034,-5,0.0,33,False,bottas,alfa,hungaroring
1109,0.0,69,0.0,83934,187.904,11,2,264,78906,78002,0,0,0.0,34,False,ricciardo,alphatauri,hungaroring
1109,0.0,69,0.0,83573,188.716,11,10,264,78695,77652,77186,-4,0.0,35,False,hulkenberg,haas,hungaroring
1109,0.0,69,0.0,83269,189.405,11,11,264,78919,0,0,2,0.0,23,False,tsunoda,alphatauri,hungaroring
1109,0.0,69,0.0,83743,188.333,11,5,264,78143,77700,76971,-11,0.0,24,False,zhou,alfa,hungaroring
1109,0.0,69,0.0,83864,188.061,11,6,264,79206,0,0,2,0.0,30,False,kevin_magnussen,haas,hungaroring
1109,0.0,67,0.0,83496,188.89,31,0,264,79248,0,0,2,0.0,22,False,sargeant,williams,hungaroring
1109,0.0,2,0.0,0,0.0,130,9,264,78854,77841,0,-7,0.0,26,False,ocon,alpine,hungaroring
1109,0.0,1,0.0,0,0.0,130,9,264,78743,78217,0,-5,0.0,27,False,gasly,alpine,hungaroring
1110,25.0,44,4950450.0,108922,231.49,1,7,401,118515,112784,106168,5,112510.0,25,False,max_verstappen,red_bull,spa
1110,18.0,44,4972755.0,110308,228.581,1,12,401,118899,112353,107045,0,113017.0,33,False,perez,red_bull,spa
1110,15.0,44,4982709.0,110436,228.316,1,13,401,118300,112017,106988,-2,113243.0,25,False,leclerc,ferrari,spa
1110,13.0,44,5000121.0,107305,234.978,1,3,401,118563,112345,107087,-1,113639.0,38,False,hamilton,mercedes,spa
1110,10.0,44,5006634.0,110938,227.283,1,15,401,118834,112751,107843,4,113787.0,42,False,alonso,aston_martin,spa
1110,8.0,44,5013551.0,110603,227.972,1,3,401,119035,112605,107805,2,113944.0,25,False,russell,mercedes,spa
1110,6.0,44,5024169.0,111682,225.769,1,3,401,119981,112252,107669,0,114185.0,23,False,norris,mclaren,spa
1110,4.0,44,5025169.0,110439,228.31,1,9,401,119634,116372,0,6,114208.0,26,False,ocon,alpine,spa
1110,2.0,44,5029790.0,111297,226.55,1,4,401,119663,112193,108841,1,114313.0,24,False,stroll,aston_martin,spa
1110,1.0,44,5030671.0,111394,226.353,1,11,401,119044,113148,0,1,114333.0,23,False,tsunoda,alphatauri,spa
1110,0.0,44,5033534.0,110911,227.339,1,9,401,119511,113671,0,1,114398.0,27,False,gasly,alpine,spa
1110,0.0,44,5035641.0,110515,228.153,1,8,401,119484,114694,0,1,114446.0,33,False,bottas,alfa,spa
1110,0.0,44,5045891.0,110188,228.83,1,5,401,120832,0,0,4,114679.0,24,False,zhou,alfa,spa
1110,0.0,44,5046634.0,109841,229.553,1,16,401,120314,0,0,1,114696.0,27,False,albon,williams,spa
1110,0.0,44,5052204.0,110993,227.171,1,6,401,120020,114160,0,1,114822.0,30,False,kevin_magnussen,haas,spa
1110,0.0,44,5053521.0,110994,227.169,1,2,401,122159,0,0,3,114852.0,34,False,ricciardo,alphatauri,spa
1110,0.0,44,5054926.0,110486,228.213,1,0,401,121535,0,0,1,114884.0,22,False,sargeant,williams,spa
1110,0.0,44,5060900.0,109907,229.415,1,10,401,123166,0,0,-18,115020.0,35,False,hulkenberg,haas,spa
1110,0.0,23,0.0,113138,222.864,130,15,401,118688,111711,107152,-15,0.0,28,False,sainz,ferrari,spa
1110,0.0,0,0.0,0,0.0,130,2,401,118872,111534,107365,-15,71654.10012360939,22,False,piastri,mclaren,spa
1111,25.0,72,8644411.0,73889,207.505,1,7,6,80965,78856,70567,0,120061.0,25,False,max_verstappen,red_bull,zandvoort
1111,19.0,72,8648155.0,73837,207.651,1,15,6,81840,79429,71506,3,120113.0,42,False,alonso,aston_martin,zandvoort
1111,15.0,72,8651469.0,74441,205.967,1,9,6,81735,80128,0,9,120159.0,27,False,gasly,alpine,zandvoort
1111,12.0,72,8655093.0,74231,206.549,1,12,6,81972,79856,71880,3,120209.0,33,False,perez,red_bull,zandvoort
1111,10.0,72,8656952.0,74934,204.612,1,15,6,81321,79929,71754,1,120235.0,29,False,sainz,ferrari,zandvoort
1111,8.0,72,8657620.0,73904,207.463,1,3,6,81919,80151,0,7,120244.0,38,False,hamilton,mercedes,zandvoort
1111,6.0,72,8657643.0,74390,206.108,1,3,6,81276,79769,71104,-5,120245.0,23,False,norris,mclaren,zandvoort
1111,4.0,72,8659566.0,74468,205.892,1,16,6,80939,79399,71419,-4,120271.0,27,False,albon,williams,zandvoort
1111,2.0,72,8660991.0,74299,206.36,1,2,6,81231,79392,71938,-1,120291.0,22,False,piastri,mclaren,zandvoort
1111,1.0,72,8662757.0,74570,205.61,1,9,6,82110,0,0,6,120316.0,26,False,ocon,alpine,zandvoort
1111,0.0,72,8664498.0,75171,203.966,1,4,6,81570,80121,0,0,120340.0,24,False,stroll,aston_martin,zandvoort
1111,0.0,72,8665251.0,74472,205.881,1,10,6,81891,80250,0,2,120350.0,36,False,hulkenberg,haas,zandvoort
1111,0.0,72,8670558.0,74820,204.923,1,14,6,83420,0,0,6,120424.0,21,False,lawson,alphatauri,zandvoort
1111,0.0,72,8671799.0,74698,205.258,1,8,6,82260,0,0,4,120441.0,34,False,bottas,alfa,zandvoort
1111,0.0,72,8682344.0,76253,201.072,1,11,6,81781,80230,0,2,120588.0,23,False,tsunoda,alphatauri,zandvoort
1111,0.0,72,8679515.0,75489,203.107,1,6,6,82192,0,0,-16,120548.0,30,False,kevin_magnussen,haas,zandvoort
1111,0.0,72,8700165.0,75124,204.094,1,3,6,81345,79620,71294,-14,120835.0,25,False,russell,mercedes,zandvoort
1111,0.0,62,0.0,75417,203.301,3,5,6,82067,0,0,-3,0.0,24,False,zhou,alfa,zandvoort
1111,0.0,41,0.0,77277,198.408,140,13,6,82019,79600,72665,-10,0.0,25,False,leclerc,ferrari,zandvoort
1111,0.0,14,0.0,77399,198.095,3,0,6,82036,80067,76748,-10,0.0,22,False,sargeant,williams,zandvoort
1112,25.0,51,4421143.0,85240,244.659,1,7,162,81573,80937,80307,1,86689.0,25,False,max_verstappen,red_bull,monza
1112,18.0,51,4427207.0,85522,243.853,1,12,162,81911,81240,80688,3,86807.0,33,False,perez,red_bull,monza
1112,15.0,51,4432336.0,85501,243.912,1,15,162,81965,80991,80294,-2,86908.0,29,False,sainz,ferrari,monza
1112,12.0,51,4432520.0,85580,243.687,1,13,162,81788,80977,80361,-1,86912.0,25,False,leclerc,ferrari,monza
1112,10.0,51,4444171.0,85847,242.929,1,3,162,82148,81382,80671,-1,87140.0,25,False,russell,mercedes,monza
1112,8.0,51,4463822.0,85582,243.682,1,3,162,81977,81369,80820,2,87525.0,38,False,hamilton,mercedes,monza
1112,6.0,51,4466249.0,86389,241.405,1,16,162,81661,81272,80760,-1,87573.0,27,False,albon,williams,monza
1112,4.0,51,4466592.0,86144,242.092,1,3,162,81995,81581,80979,1,87580.0,23,False,norris,mclaren,monza
1112,2.0,51,4467437.0,86105,242.201,1,15,162,82043,81543,81417,1,87596.0,42,False,alonso,aston_martin,monza
1112,1.0,51,4485199.0,85988,242.531,1,8,162,82249,81940,0,4,87945.0,34,False,bottas,alfa,monza
1112,0.0,51,4491781.0,85842,242.944,1,14,162,82112,81758,0,1,88074.0,21,False,lawson,alphatauri,monza
1112,0.0,51,4494217.0,85072,245.142,1,2,162,82106,81527,80785,-5,88121.0,22,False,piastri,mclaren,monza
1112,0.0,51,4499700.0,86840,240.152,1,0,162,81930,81944,0,2,88229.0,22,False,sargeant,williams,monza
1112,0.0,51,4501307.0,85983,242.545,1,5,162,82390,0,0,2,88260.0,24,False,zhou,alfa,monza
1112,0.0,51,4503653.0,85758,243.181,1,9,162,82545,0,0,2,88306.0,27,False,gasly,alpine,monza
1112,0.0,51,4508409.0,86617,240.77,1,4,162,82860,0,0,4,88400.0,24,False,stroll,aston_martin,monza
1112,0.0,50,0.0,85894,242.796,11,10,162,82343,81776,0,-4,0.0,36,False,hulkenberg,haas,monza
1112,0.0,50,0.0,86278,241.716,11,6,162,82592,0,0,1,0.0,30,False,kevin_magnussen,haas,monza
1112,0.0,39,0.0,86963,239.812,38,9,162,82548,0,0,-1,0.0,26,False,ocon,alpine,monza
1112,0.0,0,0.0,0,0.0,5,11,162,81852,81594,0,-9,71654.10012360939,23,False,tsunoda,alphatauri,monza
1113,25.0,62,6397418.0,97666,182.089,1,15,18,92339,91439,90984,0,103184.0,29,False,sainz,ferrari,marina_bay
1113,18.0,62,6398230.0,98046,181.384,1,3,18,92483,91951,91270,2,103197.0,23,False,norris,mclaren,marina_bay
1113,16.0,62,6398687.0,95867,185.507,1,3,18,92651,92019,91485,2,103204.0,38,False,hamilton,mercedes,marina_bay
1113,12.0,62,6418595.0,98275,180.961,1,13,18,92406,92012,91063,-1,103525.0,25,False,leclerc,ferrari,marina_bay
1113,10.0,62,6418859.0,96575,184.147,1,7,18,92398,92173,0,6,103529.0,25,False,max_verstappen,red_bull,marina_bay
1113,8.0,62,6435859.0,98277,180.957,1,9,18,92452,92274,0,6,103804.0,27,False,gasly,alpine,marina_bay
1113,6.0,62,6438897.0,98492,180.562,1,2,18,92902,0,0,10,103853.0,22,False,piastri,mclaren,marina_bay
1113,4.0,62,6456952.0,97108,183.136,1,12,18,92099,92310,0,5,104144.0,33,False,perez,red_bull,marina_bay
1113,2.0,62,6463336.0,99028,179.585,1,14,18,92215,92166,92268,1,104247.0,21,False,lawson,alphatauri,marina_bay
1113,1.0,62,6469534.0,98107,181.271,1,6,18,92242,91892,91575,-4,104347.0,30,False,kevin_magnussen,haas,marina_bay
1113,0.0,62,6470835.0,97342,182.696,1,16,18,92668,93719,0,3,104368.0,27,False,albon,williams,marina_bay
1113,0.0,62,6481067.0,99316,179.064,1,5,18,93258,0,0,-12,104533.0,24,False,zhou,alfa,marina_bay
1113,0.0,62,6483619.0,99923,177.977,1,10,18,92100,91994,91808,-4,104574.0,36,False,hulkenberg,haas,marina_bay
1113,0.0,62,6484307.0,98531,180.491,1,0,18,93252,0,0,4,104585.0,22,False,sargeant,williams,marina_bay
1113,0.0,62,6485021.0,96456,184.374,1,15,18,92584,91835,91615,-8,104597.0,42,False,alonso,aston_martin,marina_bay
1113,0.0,61,0.0,96273,184.724,3,3,18,92331,91743,91056,-14,0.0,25,False,russell,mercedes,marina_bay
1113,0.0,51,0.0,98075,181.33,39,8,18,92809,0,0,-1,0.0,34,False,bottas,alfa,marina_bay
1113,0.0,42,0.0,99930,177.964,6,9,18,92369,92089,91673,-10,0.0,27,False,ocon,alpine,marina_bay
1113,0.0,0,0.0,0,0.0,4,11,18,91991,0,0,-4,71654.10012360939,23,False,tsunoda,alphatauri,marina_bay
1113,0.0,0,0.0,0,0.0,54,4,18,93397,0,0,-20,71654.10012360939,24,False,stroll,aston_martin,marina_bay
1114,26.0,53,5458421.0,94183,221.963,1,7,45,89878,89964,88877,0,102989.0,26,False,max_verstappen,red_bull,suzuka
1114,18.0,53,5477808.0,95247,219.484,1,3,45,90063,90296,89493,1,103354.0,23,False,norris,mclaren,suzuka
1114,15.0,53,5494915.0,96328,217.021,1,2,45,90439,90122,89458,-1,103677.0,22,False,piastri,mclaren,suzuka
1114,12.0,53,5502419.0,96362,216.944,1,13,45,90393,89940,89542,0,103819.0,25,False,leclerc,ferrari,suzuka
1114,10.0,53,5507797.0,95611,218.648,1,3,45,90811,90040,89908,2,103920.0,38,False,hamilton,mercedes,suzuka
1114,8.0,53,5508642.0,96187,217.339,1,15,45,90651,90067,89850,0,103936.0,29,False,sainz,ferrari,suzuka
1114,6.0,53,5516080.0,97653,214.076,1,3,45,90811,90268,90219,1,104076.0,25,False,russell,mercedes,suzuka
1114,4.0,53,5533146.0,97203,215.067,1,15,45,90971,90465,90560,2,104398.0,42,False,alonso,aston_martin,suzuka
1114,2.0,53,5538099.0,97398,214.636,1,9,45,90960,90586,0,5,104492.0,27,False,ocon,alpine,suzuka
1114,1.0,53,5541576.0,96371,216.924,1,9,45,90843,90509,0,2,104558.0,27,False,gasly,alpine,suzuka
1114,0.0,52,0.0,98267,212.738,11,14,45,90425,90508,0,0,0.0,21,False,lawson,alphatauri,suzuka
1114,0.0,52,0.0,97768,213.824,11,11,45,90733,90204,90303,-3,0.0,23,False,tsunoda,alphatauri,suzuka
1114,0.0,52,0.0,97791,213.774,11,5,45,91398,0,0,6,0.0,24,False,zhou,alfa,suzuka
1114,0.0,52,0.0,97250,214.963,11,10,45,91299,0,0,4,0.0,36,False,hulkenberg,haas,suzuka
1114,0.0,52,0.0,97842,213.662,11,6,45,90976,90665,0,0,0.0,30,False,kevin_magnussen,haas,suzuka
1114,0.0,26,0.0,99185,210.769,130,16,45,90941,90537,0,-3,0.0,27,False,albon,williams,suzuka
1114,0.0,22,0.0,98848,211.488,130,0,45,0,0,0,-17,0.0,22,False,sargeant,williams,suzuka
1114,0.0,20,0.0,99050,211.057,65,4,45,91181,0,0,-1,0.0,24,False,stroll,aston_martin,suzuka
1114,0.0,15,0.0,99704,209.672,130,12,45,90652,89965,89650,-14,0.0,33,False,perez,red_bull,suzuka
1114,0.0,7,0.0,122755,170.3,130,8,45,91049,0,0,-4,0.0,34,False,bottas,alfa,suzuka
1115,26.0,57,5259168.0,84319,231.364,1,7,12,85007,84483,83778,0,92266.0,26,False,max_verstappen,red_bull,losail
1115,18.0,57,5264001.0,84921,229.724,1,2,12,85266,84724,84540,4,92350.0,22,False,piastri,mclaren,losail
1115,15.0,57,5265137.0,84842,229.938,1,3,12,85131,84685,0,7,92370.0,23,False,norris,mclaren,losail
1115,12.0,57,5293287.0,85770,227.45,1,3,12,85334,84827,84219,-2,92864.0,25,False,russell,mercedes,losail
1115,10.0,57,5298144.0,84992,229.532,1,13,12,85452,85079,84424,0,92949.0,25,False,leclerc,ferrari,losail
1115,8.0,57,5308200.0,86045,226.723,1,15,12,85223,85241,84369,-2,93126.0,42,False,alonso,aston_martin,losail
1115,6.0,57,5321558.0,86450,225.661,1,9,12,85711,84928,84763,1,93360.0,27,False,ocon,alpine,losail
1115,4.0,57,5325731.0,86652,225.135,1,8,12,86038,85297,85058,1,93433.0,34,False,bottas,alfa,losail
1115,2.0,57,5335295.0,86323,225.993,1,5,12,87432,0,0,10,93601.0,24,False,zhou,alfa,losail
1115,1.0,57,5339349.0,86220,226.263,1,12,12,85991,85462,0,-10,93672.0,33,False,perez,red_bull,losail
1115,0.0,57,5340820.0,86352,225.917,1,4,12,86345,0,0,5,93698.0,24,False,stroll,aston_martin,losail
1115,0.0,57,5341468.0,86310,226.027,1,9,12,85566,84918,84553,-5,93709.0,27,False,gasly,alpine,losail
1115,0.0,57,5350182.0,86666,225.098,1,16,12,86118,85707,0,0,93862.0,27,False,albon,williams,losail
1115,0.0,56,0.0,87067,224.061,11,6,12,87046,0,0,4,0.0,31,False,kevin_magnussen,haas,losail
1115,0.0,56,0.0,87174,223.786,11,11,12,86058,85301,0,-4,0.0,23,False,tsunoda,alphatauri,losail
1115,0.0,56,0.0,86489,225.559,11,10,12,85904,85783,0,-2,0.0,36,False,hulkenberg,haas,losail
1115,0.0,56,0.0,87113,223.943,11,14,12,86635,0,0,0,0.0,21,False,lawson,alphatauri,losail
1115,0.0,40,0.0,87983,221.729,139,0,12,86210,0,0,-3,0.0,22,False,sargeant,williams,losail
1115,0.0,0,0.0,0,0.0,4,3,12,86076,84381,84305,-16,71654.10012360939,38,False,hamilton,mercedes,losail
1115,0.0,0,0.0,0,0.0,95,15,12,85808,85328,0,-8,71654.10012360939,29,False,sainz,ferrari,losail
1116,25.0,56,5721362.0,100028,198.412,1,7,161,95346,95008,95081,5,102167.0,26,False,max_verstappen,red_bull,americas
1116,18.0,56,5732092.0,99985,198.497,1,3,161,95110,95441,94853,0,102358.0,23,False,norris,mclaren,americas
1116,15.0,56,5736496.0,100034,198.4,1,15,161,95824,95302,94945,1,102437.0,29,False,sainz,ferrari,americas
1116,12.0,56,5739822.0,99737,198.991,1,12,161,95989,95679,95173,5,102496.0,33,False,perez,red_bull,americas
1116,10.0,56,5746361.0,99393,199.68,1,3,161,96165,95606,95079,0,102613.0,25,False,russell,mercedes,americas
1116,8.0,56,5769358.0,100412,197.653,1,9,161,96158,95496,95089,1,103024.0,27,False,gasly,alpine,americas
1116,6.0,56,5770058.0,99908,198.65,1,4,161,96589,0,0,-7,103036.0,24,False,stroll,aston_martin,americas
1116,5.0,56,5795747.0,98139,202.231,1,11,161,95913,95697,0,3,103495.0,23,False,tsunoda,alphatauri,americas
1116,2.0,56,5808076.0,101371,195.783,1,16,161,96315,0,0,6,103715.0,27,False,albon,williams,americas
1116,1.0,56,5809360.0,101238,196.041,1,0,161,96827,0,0,6,103738.0,22,False,sargeant,williams,americas
1116,0.0,56,5811266.0,100925,196.648,1,10,161,96235,0,0,-11,103772.0,36,False,hulkenberg,haas,americas
1116,0.0,56,5819963.0,101972,194.629,1,8,161,96082,95858,0,1,103927.0,34,False,bottas,alfa,americas
1116,0.0,55,0.0,101879,194.807,11,5,161,96052,95698,0,-1,0.0,24,False,zhou,alfa,americas
1116,0.0,55,0.0,101506,195.523,11,6,161,96009,95880,0,-14,0.0,31,False,kevin_magnussen,haas,americas
1116,0.0,55,0.0,99366,199.734,11,2,161,96213,95974,0,-1,0.0,34,False,ricciardo,alphatauri,americas
1116,0.0,49,0.0,99954,198.559,140,15,161,96268,0,0,-16,0.0,42,False,alonso,aston_martin,americas
1116,0.0,10,0.0,102705,193.24,21,2,161,96064,95576,95467,-7,0.0,22,False,piastri,mclaren,americas
1116,0.0,6,0.0,104789,189.397,130,9,161,96131,95413,95154,-10,0.0,27,False,ocon,alpine,americas
1116,0.0,56,0.0,99582,199.301,2,3,161,95091,95240,94862,-16,0.0,38,False,hamilton,mercedes,americas
1116,0.0,56,0.0,0,0.0,2,13,161,96061,95004,94723,-19,0.0,26,False,leclerc,ferrari,americas
1117,25.0,71,7350814.0,81644,189.78,1,7,2227,78099,77625,77263,2,103532.0,26,False,max_verstappen,red_bull,rodriguez
1117,19.0,71,7364689.0,81334,190.503,1,3,2227,78677,77571,77454,4,103728.0,38,False,hamilton,mercedes,rodriguez
1117,15.0,71,7373938.0,82332,188.194,1,13,2227,78401,77901,77166,-2,103858.0,26,False,leclerc,ferrari,rodriguez
1117,12.0,71,7377968.0,82539,187.722,1,15,2227,78755,78382,77233,-2,103915.0,29,False,sainz,ferrari,rodriguez
1117,10.0,71,7384080.0,81944,189.085,1,3,2227,81554,0,0,12,104001.0,23,False,norris,mclaren,rodriguez
1117,8.0,71,7391834.0,82780,187.175,1,3,2227,78893,77673,77674,2,104110.0,25,False,russell,mercedes,rodriguez
1117,6.0,71,7392384.0,82679,187.404,1,2,2227,78341,77706,77382,-3,104118.0,34,False,ricciardo,alphatauri,rodriguez
1117,4.0,71,7393918.0,82760,187.22,1,2,2227,78241,77874,77623,-1,104139.0,22,False,piastri,mclaren,rodriguez
1117,2.0,71,7399387.0,82773,187.191,1,16,2227,78828,79147,0,5,104216.0,27,False,albon,williams,rodriguez
1117,1.0,71,7413693.0,82976,186.733,1,9,2227,79080,0,0,5,104418.0,27,False,ocon,alpine,rodriguez
1117,0.0,71,7417022.0,83230,186.163,1,9,2227,78945,78521,0,0,104465.0,27,False,gasly,alpine,rodriguez
1117,0.0,71,7429796.0,82501,187.808,1,11,2227,78890,0,0,6,104645.0,23,False,tsunoda,alphatauri,rodriguez
1117,0.0,71,7431123.0,83222,186.181,1,10,2227,78969,78524,0,-1,104663.0,36,False,hulkenberg,haas,rodriguez
1117,0.0,71,7432490.0,83567,185.412,1,5,2227,79016,78440,78050,-4,104682.0,24,False,zhou,alfa,rodriguez
1117,0.0,71,7436411.0,83166,186.306,1,8,2227,78429,78016,78032,-6,104738.0,34,False,bottas,alfa,rodriguez
